Temperature_C,Humidity_Percent,Rainfall_mm,Wind_Speed_kmph,Air_Pressure_hPa,CO2_ppm,Solar_Radiation_Wm2
9.07572403491747,25.928433805989364,265.82803059396247,33.39339533504067,1033.2929715574228,312.23980800072576,236.30096974182158
5.3327976890876805,50.03751427732003,58.99607548588761,46.66025438796531,1004.0296531790307,338.7887386702176,489.494335907637
22.343311705304572,84.30516361547573,221.22782573120318,13.274820371453616,1034.4665909090224,304.17783612316117,636.1118417453766
8.705019322054689,54.67777862045075,85.95586467813689,30.573180561283042,993.1301706341014,394.7062989072376,172.55386465264158
34.93537398704925,99.77458831223603,240.7920937058789,33.924998414631894,987.9040485383035,363.9597535202434,945.6117301226492
41.58194655394236,64.72474279572818,299.1713699710808,15.877485012879422,1041.5060732517222,382.2217804092033,779.6202557006764
22.360838908350352,45.69297221087628,9.007801598817844,42.405461750781505,975.1169267548402,326.1970778844494,627.9615264552964
15.348465686217638,37.60890607238025,269.20975973727957,47.35807314501239,1034.4212325286144,344.38980441549245,845.5948038450917
22.37613276026439,48.04164274289295,186.78916007959742,44.24275588480022,998.4020572509404,399.5736712279088,172.16808113090195
33.93791271400004,49.802661900764065,292.01478574944633,36.953348796968626,1001.409544255126,444.79540854455996,529.1549899598119
5.362166463214839,25.497094217916878,139.50285525792827,13.873233986247701,980.8468281489484,307.5625160403314,667.0838141754971
28.578159579387886,49.56593595414185,254.21637917141211,14.080802105281586,1007.3042200619016,433.5576481282899,845.7876155064603
29.531667395495163,57.139081579137994,18.71822057948317,48.1680160223019,982.5211196276211,386.5321801966813,805.122604044341
30.50752987583742,77.81902017910437,100.58371502348872,0.5142247967846014,953.9269414241652,384.58793501334355,349.3623247420597
14.680883199235089,72.53835877772863,20.104961325362993,35.802498662107226,977.1998605344356,375.04178028116405,946.7921526032839
33.56210893512507,76.70125241833233,292.60294004372116,35.31230812776311,950.637904340659,310.4091128856275,211.91125728778331
8.655659453271056,20.669094550148568,245.092172181551,31.134477047489874,1047.8354787056855,313.4815277604241,887.6202567590369
12.970813458672033,37.41339196644289,255.76422637379116,49.50544230434329,1046.5747209819747,390.1368008488629,973.8462246441567
40.09880186617928,72.93474307198852,281.38956943016825,15.593971788186261,989.5155297472305,351.14378571533376,259.43817090036305
34.548926029062656,58.719149454379775,25.531045835935608,16.998593189662408,1022.8370854339646,437.5902099866521,749.8594577834067
5.54982216045381,20.425078053467676,115.67927775400001,3.9469701473277774,984.5806098410425,360.9885806039208,136.25696690019862
14.93505041479201,84.35957139454578,21.310466713200636,22.139906827186874,1017.1093157085976,321.4922188053962,464.88054262523946
13.576259319726582,81.82476586322699,63.23793046500859,13.052426311742405,1030.5430043045978,407.2078250253054,564.6549692779066
15.832253121478903,63.87353303948501,68.80973311130171,17.169335108882212,1044.675624469224,344.0030132161515,622.5807033186707
14.902390811195456,25.31706606210177,140.7321633142736,41.72858951278138,990.0212275849672,378.820546103384,942.3435234237036
7.5010518297138296,81.32120396260677,80.56865023609278,46.77422567637478,1028.3297982956049,404.67491782577554,705.0256185647752
23.357620663872815,66.69708701850911,30.293432045328327,9.286653600259282,976.5928450632118,435.0396166803106,533.1501560973134
34.30933899144661,82.55679817263673,50.24732672823231,18.625446577673294,1049.0332303793648,418.8286792202514,828.7075326393004
29.269268988697455,80.13975939166724,44.18266906562728,46.4315281057697,952.5769598764351,401.4541601809086,955.479538858968
31.91486674392319,84.24016575662696,291.9230393736895,3.0904230344611316,1010.3528806501121,401.94497735927155,119.85953381406176
8.245967141449565,61.44064531236999,227.78775207554207,4.6180264055689255,1015.9505981651328,441.888696604813,984.2691450304349
43.059628407071486,31.225961455481198,290.3284395808686,8.139549460311468,1018.8045557074129,344.3736146244804,177.5189251573123
38.53967335372099,73.6925978703751,131.92214595237257,29.760641706343737,962.0387578789089,300.16681412942813,832.9481013418853
37.20361273982651,69.63790280415765,83.51054449879697,7.523613550299873,1043.852978347313,340.7931839097298,352.3012772962712
37.9193522016707,79.38025497592697,239.487959162756,48.40381907253668,968.1183279050083,332.6837069440116,218.96169197848457
42.30842032531045,33.59048048405882,97.87617541234404,22.335726362926017,1012.2753403239841,399.27518776709974,495.87007574245143
26.77015864454791,35.598015992023136,89.81501211160449,25.07589801750832,972.2676079123084,395.0567399648294,679.5609215028521
13.011280714705036,91.23276137754628,69.75179766234936,12.332930790270325,980.721641702127,389.0192074057086,442.85666052112754
29.671344314101646,79.99822387616567,38.90369346727061,23.548012621736675,1004.6458541728124,302.43651648141804,149.10886745442906
34.715259746717564,92.65827909602584,76.93891830502979,33.095681631850574,991.7193418564576,409.31670816759714,639.5150256928449
34.51669573416102,80.69722569311367,106.59592454216632,37.55885684770214,966.0225600976506,348.5295618728237,912.1629484996073
25.857960966675204,67.77242447922416,202.19826244371913,37.69340413549565,967.0936402420848,399.75839835099464,444.89382935252655
7.738348773343122,72.33061896222989,18.769452665835473,28.894555634704417,991.8144788162799,383.486764275323,294.6994998677443
19.844517537205114,91.13023391520079,63.152081899602884,45.217988749692864,1025.72829782755,351.40963881418605,498.3196113395339
41.83066433853429,66.30454036095524,242.70709208750293,40.87039236530547,1039.7964646847788,320.1864400656162,143.5264399439028
28.37795639029704,70.59130594627099,44.076577075131226,37.852405734931274,958.4127662259383,314.1628346490721,838.4388260322473
26.533277730228537,32.518137280288045,102.79354395675647,2.780276084023031,989.3103907559401,424.7277499668335,843.7067298551681
15.75414057528774,57.91369760928822,259.397676557442,0.3438981109824657,960.0245563722876,437.7596313122337,629.2004170866655
19.737956796663156,77.31176895664791,46.477593343032794,10.622363859773648,951.6592480632598,397.4682070146449,417.7926000445505
40.81384356612677,41.67541586530923,24.821050685456967,33.176179695672616,1016.1718682643957,315.51511722907253,819.805028001205
31.658521901073428,36.18033444196279,145.36139852400325,20.559874444127292,1010.2449441966588,360.3040825332361,599.2183223095304
36.49548107009331,45.106144657953244,90.72585338356092,20.120312964965585,966.3019113814886,409.34088001577356,843.3390776950146
23.173816922706205,39.32005023942668,169.02250934515624,44.22934441148069,973.3812833093064,416.9731326015102,668.3129133247186
30.209888778246317,37.19301096291167,241.14146714504255,44.77814240659194,952.3707753644518,317.7327933436633,805.9649258915176
14.9353443497283,53.98806742944696,41.14454644582295,45.458763202679286,1033.4947205694405,300.0046078268074,638.706693895984
33.21843321133945,92.62708111068272,174.20972536628548,15.693903825751365,1047.4690596048551,406.8205568820907,472.7269613940996
22.10405334813349,60.564771739097466,151.65262811695916,34.55279063696309,963.5459536794691,353.48942639793086,962.1512739335238
22.701820592589822,35.03363046522584,43.22363580395987,13.581659063718481,973.1475213765298,338.17219974273905,587.0024423909603
30.972892983075266,26.157733550469928,187.19954565869472,9.530491653722489,1036.8409523946934,301.9346204684288,644.5805666864845
42.451224858757065,75.69249161103401,82.0921253582315,9.231622867368461,1042.6463797956185,381.04491101422497,298.4388754732743
7.560253864344837,50.623901154911024,146.35029556320376,17.1053810431797,991.962738280681,427.6726103138973,663.0857104845488
37.989729493880304,85.74647572682875,24.681697283118563,21.497880988991085,955.0622472269074,443.6447469408882,614.4468845346495
16.695324416487725,72.76086149126161,137.8752171640869,41.54745855275342,953.939183369282,384.8617425919934,266.35455815232245
22.75677818025511,83.69931604330948,91.9390404128461,5.994554673635605,1007.394986606901,377.16919916098414,153.62838761782933
5.876533151000358,41.7556831534759,246.7143633556063,36.74629236974471,989.2895108893179,312.75845782338615,643.923387743294
17.041843113372522,75.38871379688464,17.093618099210484,26.572745709465266,952.8652427577655,382.33092023139,787.3230424152885
25.105249705205217,41.124958775497504,125.58218247549898,14.397267133799623,1008.3252392312556,356.9968618448092,571.0612338298074
7.2470430938975605,95.12547835602332,137.5294272394314,24.640979226641228,951.1302536589022,391.07029213253657,304.0953627876811
24.643829175326605,70.90994252266995,217.50182288973562,14.997103488851133,1028.7371958149272,358.308952181482,699.8697790237314
42.08442515433709,45.96094401402737,172.2862725270633,29.804097761915298,980.6432822703372,336.044868517555,172.095153948642
9.215728724312209,41.56094898338181,200.16370115825433,21.69219614276221,954.0258003009233,314.24479128425645,497.65033432175915
35.57762912302017,35.274126805731484,233.11478569552685,8.220276453943937,1008.8352220983153,347.2377666883344,247.03008255857816
21.386842135039707,75.57127671149823,258.6608920974566,5.829153727784836,989.7684414433055,314.49672514316285,266.013145953895
