Latitude,Longitude
18.52139342830602,73.85642347139766
18.5216953770762,73.85974605971282
18.51993169325055,73.85623172608611
18.523558425631013,73.85823486945831
18.519461051228127,73.85778512008717
18.519473164614375,73.85576854049286
18.52088392454313,73.85287343951069
18.516950164334972,73.85557542494152
18.51837433775933,73.8573284946652
18.518583951848957,73.85387539259733
18.52333129753784,73.85624844739903
18.520535056409376,73.85385050362758
18.519311234550948,73.85692184517943
18.518098012845154,73.8574513960367
18.51919872262016,73.85611661250041
18.51919658677554,73.86040455636902
18.52037300555052,73.8545845781421
18.522045089824204,73.85425831270007
18.520817727190007,73.85278065975224
18.517743627902203,73.85709372247175
18.52187693315999,73.85704273656238
18.52016870343522,73.85609779260882
18.517442956019263,73.85526031158321
18.51947872245808,73.85881424445245
18.521087236579135,73.85317391968928
18.521048167938787,73.85592983543917
18.519046155999387,73.85792335257769
18.52246199904499,73.85856256023824
18.51872156495355,73.8560815752483
18.521062526862806,73.85865109025424
18.530041651524307,73.84422868204668
18.528787330051987,73.84220758675184
18.532625051644786,73.84731248005714
18.530855979756836,73.84660706579578
18.531723272050094,73.84330976049078
18.531722791211017,73.84767607313293
18.53092834792178,73.84772928731162
18.52576050979182,73.84624380500875
18.531174094136475,73.84400198529907
18.53118352155307,73.8406248621708
18.530560656224324,73.84531422514303
18.533955788089482,73.84356345956346
18.529383012794213,73.84359648591283
18.532830804235402,73.84525750221933
18.529940479592465,73.84562653486623
18.531194155098696,73.84653728998107
18.529595893812242,73.84394467570681
18.530215783693734,73.84167297010373
18.53159224055413,73.84512211054437
18.531010226913285,73.84413082573325
18.5281692585159,73.84375870935447
18.530314570966944,73.84299544546155
18.530677428576666,73.84540810171363
18.53477237180242,73.84494915562567
18.531515100781444,73.84445110816847
18.5271624575694,73.8445469722491
18.53112046041988,73.84952648422497
18.530615278070435,73.84520309468466
18.530930576460587,73.84226264392476
18.53328564562903,73.84610386606538
18.545,73.87
18.5,73.83
18.56,73.9
